method,qtype,sample_id,all_projection_exact,all_projection_contain_gold,recoverable_imperfect_intermediate,final_exact_match,final_precision,final_recall,final_f1,exact_recovery_from_imperfect_contained,symbolic_intersection_f1,symbolic_intersection_exact,llm_vs_symbolic
SplitRAG,2i,96,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,97,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,98,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,99,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,100,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,101,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,102,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,103,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,104,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,105,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,106,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,107,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,108,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,109,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,110,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,111,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,112,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,113,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,114,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,115,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,116,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,117,0,0,0,0,0.333333333,1,0.5,0,0,0,LLM_better
SplitRAG,2i,118,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,119,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,120,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,121,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,122,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,123,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,124,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,125,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,126,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,127,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,128,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,129,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,130,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,131,0,0,0,0,0.333333333,1,0.5,0,0,0,LLM_better
SplitRAG,2i,132,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,133,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,134,0,0,0,0,0.25,1,0.4,0,0,0,LLM_better
SplitRAG,2i,135,0,0,0,0,0.333333333,1,0.5,0,0,0,LLM_better
SplitRAG,2i,136,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,137,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,138,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,139,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,140,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,141,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,142,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,143,0,0,0,0,0.25,1,0.4,0,0,0,LLM_better
SplitRAG,2i,144,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,2i,145,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,146,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,147,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,148,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,2i,149,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,2i,150,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,1,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,2,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,3,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,4,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,5,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,6,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,7,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,8,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,9,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,10,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,11,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,12,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,13,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,14,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,15,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,16,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,17,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,18,0,0,0,0,0.5,1,0.666666667,0,0,0,LLM_better
SplitRAG,3i,19,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,20,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,21,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,22,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,23,0,0,0,0,0.2,1,0.333333333,0,0,0,LLM_better
SplitRAG,3i,24,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,25,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,26,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,27,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,28,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,29,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,30,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,31,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,32,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,33,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,34,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,35,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,36,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,37,0,0,0,0,0.166666667,1,0.285714286,0,0,0,LLM_better
SplitRAG,3i,38,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,39,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,40,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,41,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,42,0,1,1,0,0.5,1,0.666666667,0,0.666666667,0,Tie
SplitRAG,3i,43,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,44,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,45,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,46,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,47,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,48,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,49,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,50,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,51,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,52,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,53,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,54,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,55,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,56,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,57,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,58,0,0,0,0,0.166666667,1,0.285714286,0,0,0,LLM_better
SplitRAG,3i,59,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,60,0,0,0,0,0.166666667,1,0.285714286,0,0,0,LLM_better
SplitRAG,3i,61,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,62,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,63,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,64,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,65,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,66,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,67,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,68,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,69,0,0,0,0,0.5,1,0.666666667,0,0,0,LLM_better
SplitRAG,3i,70,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,71,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,72,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,73,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,74,0,0,0,0,0.5,1,0.666666667,0,0,0,LLM_better
SplitRAG,3i,75,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,76,0,0,0,0,0.25,1,0.4,0,0,0,LLM_better
SplitRAG,3i,77,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,78,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,79,0,1,1,0,0.333333333,1,0.5,0,1,1,Symbolic_better
SplitRAG,3i,80,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,81,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,82,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,83,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,84,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,85,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,86,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,87,0,0,0,0,0.5,1,0.666666667,0,0,0,LLM_better
SplitRAG,3i,88,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,89,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,90,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,91,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,92,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,93,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,94,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,95,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,96,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,97,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,98,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,99,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,100,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,101,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,102,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,103,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,104,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,105,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,106,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,107,0,0,0,0,0.333333333,1,0.5,0,0,0,LLM_better
SplitRAG,3i,108,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,109,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,110,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,111,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,112,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,113,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,114,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,115,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,116,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,117,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,118,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,119,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,120,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,121,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,122,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,123,0,0,0,0,0.5,1,0.666666667,0,0,0,LLM_better
SplitRAG,3i,124,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,125,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,126,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,127,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,128,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,129,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,130,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,131,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,132,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,133,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,134,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,135,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,136,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,137,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,138,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,139,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,140,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,141,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,142,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,143,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,144,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,145,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,146,0,0,0,0,0,0,0,0,0,0,Tie
SplitRAG,3i,147,0,0,0,0,0.25,1,0.4,0,0,0,LLM_better
SplitRAG,3i,148,0,1,1,1,1,1,1,1,1,1,Tie
SplitRAG,3i,149,0,0,0,1,1,1,1,0,0,0,LLM_better
SplitRAG,3i,150,0,0,0,1,1,1,1,0,0,0,LLM_better
